Season,Race,RaceStop,RaceDate,Market,Name/Result,EU Odds,US Odds
2024,Bahrain,1,3/2/2024,Top 10,,,
2024,Bahrain,1,3/2/2024,Top 10,,,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Red Bull,1.22,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Ferrari,7.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Mercedes,10.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,McLaren,13.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Aston Martin,23.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,RB,151.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Alpine,301.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Haas,301.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Kick Sauber,301.00,
2024,Bahrain,1,3/2/2024,Highest Scoring Team,Williams,301.00,
2024,Bahrain,1,3/2/2024,Safety Car,Yes,1.50,
2024,Bahrain,1,3/2/2024,Safety Car,No,2.40,
2024,Bahrain,1,3/2/2024,Winning Margin,Over 10 seconds,,
2024,Bahrain,1,3/2/2024,Winning Margin,Under 5 seconds,,
2024,Bahrain,1,3/2/2024,Winning Margin,Between 5-10 seconds,,
2024,Saudi Arabia,2,3/9/2024,Event Winner,Max Verstappen,1.25,-400
2024,Saudi Arabia,2,3/9/2024,Event Winner,Sergio Perez,9.00,800
2024,Saudi Arabia,2,3/9/2024,Event Winner,Charles Leclerc,13.00,1200
2024,Saudi Arabia,2,3/9/2024,Event Winner,Carlos Sainz,17.00,1600
2024,Saudi Arabia,2,3/9/2024,Event Winner,George Russell,19.00,1800
2024,Saudi Arabia,2,3/9/2024,Event Winner,Lewis Hamilton,19.00,1800
2024,Saudi Arabia,2,3/9/2024,Event Winner,Lando Norris,21.00,2000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Fernando Alonso,67.00,6600
2024,Saudi Arabia,2,3/9/2024,Event Winner,Oscar Piastri,67.00,6600
2024,Saudi Arabia,2,3/9/2024,Event Winner,Daniel Ricciardo,301.00,30000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Lance Stroll,301.00,30000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Yuki Tsunoda,301.00,30000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Alex Albon,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Esteban Ocon,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Pierre Gasly,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Max Verstappen,1.95,-105
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Charles Leclerc,3.00,200
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Sergio Perez,8.00,700
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Carlos Sainz,9.00,800
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Lando Norris,17.00,1600
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,George Russell,21.00,2000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Lewis Hamilton,21.00,2000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Oscar Piastri,24.00,2300
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Fernando Alonso,67.00,6600
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Alex Albon,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Daniel Ricciardo,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Esteban Ocon,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Kevin Magnussen,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Lance Stroll,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Logan Sargeant,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Nico Hulkenberg,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Pierre Gasly,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Valtteri Bottas,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Yuki Tsunoda,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top Qualifier,Zhou Guanyu,601.00,60000
2024,Saudi Arabia,2,3/9/2024,Top 6,Max Verstappen,1.10,-1000
2024,Saudi Arabia,2,3/9/2024,Top 6,Charles Leclerc,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 6,Sergio Perez,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 6,Carlos Sainz,1.20,-500
2024,Saudi Arabia,2,3/9/2024,Top 6,Lewis Hamilton,1.20,-500
2024,Saudi Arabia,2,3/9/2024,Top 6,George Russell,1.25,-400
2024,Saudi Arabia,2,3/9/2024,Top 6,Lando Norris,1.25,-400
2024,Saudi Arabia,2,3/9/2024,Top 6,Oscar Piastri,2.50,150
2024,Saudi Arabia,2,3/9/2024,Top 6,Fernando Alonso,3.50,250
2024,Saudi Arabia,2,3/9/2024,Top 6,Lance Stroll,9.00,800
2024,Saudi Arabia,2,3/9/2024,Top 6,Daniel Ricciardo,13.00,1200
2024,Saudi Arabia,2,3/9/2024,Top 6,Yuki Tsunoda,15.00,1400
2024,Saudi Arabia,2,3/9/2024,Top 6,Alex Albon,26.00,2500
2024,Saudi Arabia,2,3/9/2024,Top 6,Nico Hulkenberg,34.00,3300
2024,Saudi Arabia,2,3/9/2024,Top 6,Kevin Magnussen,51.00,5000
2024,Saudi Arabia,2,3/9/2024,Top 6,Valtteri Bottas,67.00,6600
2024,Saudi Arabia,2,3/9/2024,Top 6,Zhou Guanyu,67.00,6600
2024,Saudi Arabia,2,3/9/2024,Top 6,Esteban Ocon,101.00,10000
2024,Saudi Arabia,2,3/9/2024,Top 6,Logan Sargeant,101.00,10000
2024,Saudi Arabia,2,3/9/2024,Top 6,Pierre Gasly,101.00,10000
2024,Saudi Arabia,2,3/9/2024,Top 10,Max Verstappen,1.08,-1250
2024,Saudi Arabia,2,3/9/2024,Top 10,Carlos Sainz,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,Charles Leclerc,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,George Russell,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,Lando Norris,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,Lewis Hamilton,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,Sergio Perez,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Top 10,Fernando Alonso,1.20,-500
2024,Saudi Arabia,2,3/9/2024,Top 10,Oscar Piastri,1.20,-500
2024,Saudi Arabia,2,3/9/2024,Top 10,Lance Stroll,1.55,-182
2024,Saudi Arabia,2,3/9/2024,Top 10,Daniel Ricciardo,2.20,120
2024,Saudi Arabia,2,3/9/2024,Top 10,Yuki Tsunoda,2.25,125
2024,Saudi Arabia,2,3/9/2024,Top 10,Alex Albon,2.60,160
2024,Saudi Arabia,2,3/9/2024,Top 10,Nico Hulkenberg,3.00,200
2024,Saudi Arabia,2,3/9/2024,Top 10,Kevin Magnussen,4.50,350
2024,Saudi Arabia,2,3/9/2024,Top 10,Valtteri Bottas,4.50,350
2024,Saudi Arabia,2,3/9/2024,Top 10,Zhou Guanyu,5.00,400
2024,Saudi Arabia,2,3/9/2024,Top 10,Esteban Ocon,9.00,800
2024,Saudi Arabia,2,3/9/2024,Top 10,Logan Sargeant,9.00,800
2024,Saudi Arabia,2,3/9/2024,Top 10,Pierre Gasly,9.00,800
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Red Bull,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Ferrari,6.50,550
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Mercedes,15.00,1400
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,McLaren,19.00,1800
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Aston Martin,51.00,5000
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,RB,101.00,10000
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Alpine,151.00,15000
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Haas,151.00,15000
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Sauber,151.00,15000
2024,Saudi Arabia,2,3/9/2024,Highest Scoring Team,Williams,151.00,15000
2024,Saudi Arabia,2,3/9/2024,Safety Car,Yes,1.15,-667
2024,Saudi Arabia,2,3/9/2024,Safety Car,No,5.00,400
2024,Saudi Arabia,2,3/9/2024,Winning Margin,Over 10 seconds,1.83,-120
2024,Saudi Arabia,2,3/9/2024,Winning Margin,Under 5 seconds,3.50,250
2024,Saudi Arabia,2,3/9/2024,Winning Margin,Between 5-10 seconds,3.50,250
2024,Australia,3,3/24/2024,Event Winner,Max Verstappen,1.18,-556
2024,Australia,3,3/24/2024,Event Winner,Sergio Perez,8.00,700
2024,Australia,3,3/24/2024,Event Winner,Charles Leclerc,15.00,1400
2024,Australia,3,3/24/2024,Event Winner,Carlos Sainz,34.00,3300
2024,Australia,3,3/24/2024,Event Winner,Lewis Hamilton,34.00,3300
2024,Australia,3,3/24/2024,Event Winner,Fernando Alonso,41.00,4000
2024,Australia,3,3/24/2024,Event Winner,George Russell,41.00,4000
2024,Australia,3,3/24/2024,Event Winner,Lando Norris,67.00,6600
2024,Australia,3,3/24/2024,Event Winner,Oscar Piastri,67.00,6600
2024,Australia,3,3/24/2024,Event Winner,Lance Stroll,201.00,20000
2024,Australia,3,3/24/2024,Event Winner,Alex Albon,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Daniel Ricciardo,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Esteban Ocon,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Pierre Gasly,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,Australia,3,3/24/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Max Verstappen,1.55,-182
2024,Australia,3,3/24/2024,Top Qualifier,Charles Leclerc,3.40,240
2024,Australia,3,3/24/2024,Top Qualifier,Carlos Sainz,11.00,1000
2024,Australia,3,3/24/2024,Top Qualifier,Sergio Perez,11.00,1000
2024,Australia,3,3/24/2024,Top Qualifier,Fernando Alonso,21.00,2000
2024,Australia,3,3/24/2024,Top Qualifier,George Russell,21.00,2000
2024,Australia,3,3/24/2024,Top Qualifier,Lando Norris,21.00,2000
2024,Australia,3,3/24/2024,Top Qualifier,Lewis Hamilton,21.00,2000
2024,Australia,3,3/24/2024,Top Qualifier,Oscar Piastri,67.00,6600
2024,Australia,3,3/24/2024,Top Qualifier,Lance Stroll,151.00,15000
2024,Australia,3,3/24/2024,Top Qualifier,Alex Albon,301.00,30000
2024,Australia,3,3/24/2024,Top Qualifier,Daniel Ricciardo,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Esteban Ocon,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Kevin Magnussen,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Logan Sargeant,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Nico Hulkenberg,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Pierre Gasly,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Valtteri Bottas,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Yuki Tsunoda,601.00,60000
2024,Australia,3,3/24/2024,Top Qualifier,Zhou Guanyu,601.00,60000
2024,Australia,3,3/24/2024,Top 6,Charles Leclerc,1.10,-1000
2024,Australia,3,3/24/2024,Top 6,Max Verstappen,1.10,-1000
2024,Australia,3,3/24/2024,Top 6,Sergio Perez,1.10,-1000
2024,Australia,3,3/24/2024,Top 6,George Russell,1.20,-500
2024,Australia,3,3/24/2024,Top 6,Lando Norris,1.20,-500
2024,Australia,3,3/24/2024,Top 6,Lewis Hamilton,1.20,-500
2024,Australia,3,3/24/2024,Top 6,Carlos Sainz,1.40,-250
2024,Australia,3,3/24/2024,Top 6,Fernando Alonso,1.80,-125
2024,Australia,3,3/24/2024,Top 6,Oscar Piastri,2.00,100
2024,Australia,3,3/24/2024,Top 6,Lance Stroll,8.50,750
2024,Australia,3,3/24/2024,Top 6,Alex Albon,21.00,2000
2024,Australia,3,3/24/2024,Top 6,Daniel Ricciardo,21.00,2000
2024,Australia,3,3/24/2024,Top 6,Nico Hulkenberg,21.00,2000
2024,Australia,3,3/24/2024,Top 6,Yuki Tsunoda,21.00,2000
2024,Australia,3,3/24/2024,Top 6,Kevin Magnussen,34.00,3300
2024,Australia,3,3/24/2024,Top 6,Esteban Ocon,67.00,6600
2024,Australia,3,3/24/2024,Top 6,Pierre Gasly,67.00,6600
2024,Australia,3,3/24/2024,Top 6,Valtteri Bottas,67.00,6600
2024,Australia,3,3/24/2024,Top 6,Logan Sargeant,101.00,10000
2024,Australia,3,3/24/2024,Top 6,Zhou Guanyu,101.00,10000
2024,Australia,3,3/24/2024,Top 10,Max Verstappen,1.05,-2000
2024,Australia,3,3/24/2024,Top 10,Carlos Sainz,1.10,-1000
2024,Australia,3,3/24/2024,Top 10,Charles Leclerc,1.10,-1000
2024,Australia,3,3/24/2024,Top 10,George Russell,1.10,-1000
2024,Australia,3,3/24/2024,Top 10,Lewis Hamilton,1.10,-1000
2024,Australia,3,3/24/2024,Top 10,Sergio Perez,1.10,-1000
2024,Australia,3,3/24/2024,Top 10,Fernando Alonso,1.12,-833
2024,Australia,3,3/24/2024,Top 10,Lando Norris,1.12,-833
2024,Australia,3,3/24/2024,Top 10,Oscar Piastri,1.15,-667
2024,Australia,3,3/24/2024,Top 10,Lance Stroll,1.34,-294
2024,Australia,3,3/24/2024,Top 10,Alex Albon,2.20,120
2024,Australia,3,3/24/2024,Top 10,Nico Hulkenberg,2.60,160
2024,Australia,3,3/24/2024,Top 10,Kevin Magnussen,3.00,200
2024,Australia,3,3/24/2024,Top 10,Yuki Tsunoda,3.00,200
2024,Australia,3,3/24/2024,Top 10,Daniel Ricciardo,3.00,200
2024,Australia,3,3/24/2024,Top 10,Zhou Guanyu,8.00,700
2024,Australia,3,3/24/2024,Top 10,Esteban Ocon,9.00,800
2024,Australia,3,3/24/2024,Top 10,Pierre Gasly,9.00,800
2024,Australia,3,3/24/2024,Top 10,Valtteri Bottas,9.00,800
2024,Australia,3,3/24/2024,Top 10,Logan Sargeant,17.00,1600
2024,Australia,3,3/24/2024,Highest Scoring Team,Red Bull,1.05,-2000
2024,Australia,3,3/24/2024,Highest Scoring Team,Ferrari,11.00,1000
2024,Australia,3,3/24/2024,Highest Scoring Team,Mercedes,19.00,1800
2024,Australia,3,3/24/2024,Highest Scoring Team,McLaren,23.00,2200
2024,Australia,3,3/24/2024,Highest Scoring Team,Aston Martin,34.00,3300
2024,Australia,3,3/24/2024,Highest Scoring Team,Alpine,151.00,15000
2024,Australia,3,3/24/2024,Highest Scoring Team,Haas,151.00,15000
2024,Australia,3,3/24/2024,Highest Scoring Team,Sauber,151.00,15000
2024,Australia,3,3/24/2024,Highest Scoring Team,Williams,151.00,15000
2024,Australia,3,3/24/2024,Highest Scoring Team,RB,251.00,25000
2024,Australia,3,3/24/2024,Safety Car,Yes,1.40,-250
2024,Australia,3,3/24/2024,Safety Car,No,2.80,180
2024,Australia,3,3/24/2024,Winning Margin,Over 10 seconds,1.50,-200
2024,Australia,3,3/24/2024,Winning Margin,Under 5 seconds,4.75,375
2024,Australia,3,3/24/2024,Winning Margin,Between 5-10 seconds,4.00,300
2024,Japan,4,4/7/2024,Event Winner,Max Verstappen,1.20,-500
2024,Japan,4,4/7/2024,Event Winner,Sergio Perez,13.00,1200
2024,Japan,4,4/7/2024,Event Winner,Carlos Sainz,15.00,1400
2024,Japan,4,4/7/2024,Event Winner,Charles Leclerc,15.00,1400
2024,Japan,4,4/7/2024,Event Winner,Lando Norris,26.00,2500
2024,Japan,4,4/7/2024,Event Winner,Oscar Piastri,34.00,3300
2024,Japan,4,4/7/2024,Event Winner,George Russell,41.00,4000
2024,Japan,4,4/7/2024,Event Winner,Lewis Hamilton,41.00,4000
2024,Japan,4,4/7/2024,Event Winner,Fernando Alonso,67.00,6600
2024,Japan,4,4/7/2024,Event Winner,Lance Stroll,101.00,10000
2024,Japan,4,4/7/2024,Event Winner,Alex Albon,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Daniel Ricciardo,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Esteban Ocon,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Kevin Magnussen,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Logan Sargeant,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Nico Hulkenberg,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Pierre Gasly,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Valtteri Bottas,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Yuki Tsunoda,601.00,60000
2024,Japan,4,4/7/2024,Event Winner,Zhou Guanyu,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Max Verstappen,1.67,-149
2024,Japan,4,4/7/2024,Top Qualifier,Carlos Sainz,5.00,400
2024,Japan,4,4/7/2024,Top Qualifier,Charles Leclerc,5.00,400
2024,Japan,4,4/7/2024,Top Qualifier,Lando Norris,15.00,1400
2024,Japan,4,4/7/2024,Top Qualifier,Sergio Perez,15.00,1400
2024,Japan,4,4/7/2024,Top Qualifier,Oscar Piastri,29.00,2800
2024,Japan,4,4/7/2024,Top Qualifier,George Russell,41.00,4000
2024,Japan,4,4/7/2024,Top Qualifier,Lewis Hamilton,41.00,4000
2024,Japan,4,4/7/2024,Top Qualifier,Fernando Alonso,67.00,6600
2024,Japan,4,4/7/2024,Top Qualifier,Alex Albon,301.00,30000
2024,Japan,4,4/7/2024,Top Qualifier,Lance Stroll,301.00,30000
2024,Japan,4,4/7/2024,Top Qualifier,Daniel Ricciardo,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Esteban Ocon,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Kevin Magnussen,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Logan Sargeant,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Nico Hulkenberg,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Pierre Gasly,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Valtteri Bottas,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Yuki Tsunoda,601.00,60000
2024,Japan,4,4/7/2024,Top Qualifier,Zhou Guanyu,601.00,60000
2024,Japan,4,4/7/2024,Top 6,Max Verstappen,1.10,-1000
2024,Japan,4,4/7/2024,Top 6,Carlos Sainz,1.20,-500
2024,Japan,4,4/7/2024,Top 6,Charles Leclerc,1.20,-500
2024,Japan,4,4/7/2024,Top 6,Sergio Perez,1.20,-500
2024,Japan,4,4/7/2024,Top 6,Lando Norris,1.35,-286
2024,Japan,4,4/7/2024,Top 6,Oscar Piastri,1.40,-250
2024,Japan,4,4/7/2024,Top 6,George Russell,1.80,-125
2024,Japan,4,4/7/2024,Top 6,Lewis Hamilton,1.80,-125
2024,Japan,4,4/7/2024,Top 6,Fernando Alonso,3.30,230
2024,Japan,4,4/7/2024,Top 6,Lance Stroll,6.00,500
2024,Japan,4,4/7/2024,Top 6,Yuki Tsunoda,10.00,900
2024,Japan,4,4/7/2024,Top 6,Daniel Ricciardo,12.00,1100
2024,Japan,4,4/7/2024,Top 6,Alex Albon,13.00,1200
2024,Japan,4,4/7/2024,Top 6,Nico Hulkenberg,13.00,1200
2024,Japan,4,4/7/2024,Top 6,Kevin Magnussen,17.00,1600
2024,Japan,4,4/7/2024,Top 6,Esteban Ocon,21.00,2000
2024,Japan,4,4/7/2024,Top 6,Pierre Gasly,26.00,2500
2024,Japan,4,4/7/2024,Top 6,Logan Sargeant,29.00,2800
2024,Japan,4,4/7/2024,Top 6,Valtteri Bottas,51.00,5000
2024,Japan,4,4/7/2024,Top 6,Zhou Guanyu,51.00,5000
2024,Japan,4,4/7/2024,Top 10,Max Verstappen,1.08,-1250
2024,Japan,4,4/7/2024,Top 10,Carlos Sainz,1.15,-667
2024,Japan,4,4/7/2024,Top 10,Charles Leclerc,1.15,-667
2024,Japan,4,4/7/2024,Top 10,Lando Norris,1.15,-667
2024,Japan,4,4/7/2024,Top 10,Oscar Piastri,1.15,-667
2024,Japan,4,4/7/2024,Top 10,Sergio Perez,1.15,-667
2024,Japan,4,4/7/2024,Top 10,George Russell,1.20,-500
2024,Japan,4,4/7/2024,Top 10,Lewis Hamilton,1.20,-500
2024,Japan,4,4/7/2024,Top 10,Fernando Alonso,1.55,-182
2024,Japan,4,4/7/2024,Top 10,Lance Stroll,1.85,-118
2024,Japan,4,4/7/2024,Top 10,Yuki Tsunoda,2.10,110
2024,Japan,4,4/7/2024,Top 10,Daniel Ricciardo,2.20,120
2024,Japan,4,4/7/2024,Top 10,Alex Albon,2.35,135
2024,Japan,4,4/7/2024,Top 10,Nico Hulkenberg,2.35,135
2024,Japan,4,4/7/2024,Top 10,Kevin Magnussen,2.75,175
2024,Japan,4,4/7/2024,Top 10,Esteban Ocon,3.75,275
2024,Japan,4,4/7/2024,Top 10,Pierre Gasly,4.50,350
2024,Japan,4,4/7/2024,Top 10,Logan Sargeant,9.00,800
2024,Japan,4,4/7/2024,Top 10,Valtteri Bottas,11.00,1000
2024,Japan,4,4/7/2024,Top 10,Zhou Guanyu,11.00,1000
